category,amt,gender,is_fraud,age,day,hour,distance_km
health,17.64,F,0,37,Sat,16,Regional
grocery,18.91,F,0,36,Sat,16,Long_Distance
travel,48.48,M,0,76,Mon,11,Regional
misc,9.96,F,0,37,Tue,12,Long_Distance
personal,69.54,M,0,63,Thu,22,Long_Distance
misc,2.37,F,0,21,Sun,14,Commute
home,1.55,F,0,72,Tue,23,Long_Distance
home,29.26,M,0,60,Sat,13,Long_Distance
shopping,166.02,F,0,43,Thu,23,Commute
health,106.46,F,0,64,Thu,21,Regional
health,5.46,M,0,53,Tue,17,Long_Distance
travel,73.02,M,0,37,Fri,5,Long_Distance
misc,7.14,M,0,57,Sun,8,Regional
travel,81.85,M,0,57,Sat,3,Long_Distance
grocery,118.03,M,0,60,Sat,9,Remote
home,3.03,F,0,24,Mon,13,Commute
shopping,8.48,F,0,31,Sat,17,Regional
misc,29.7,M,0,58,Sun,5,Long_Distance
home,48.48,M,0,26,Sun,23,Long_Distance
health,115.15,F,0,65,Sun,12,Regional
entertainment,80.65,M,0,29,Wed,20,Long_Distance
entertainment,67.88,M,0,33,Mon,19,Commute
travel,62.82,F,0,71,Fri,2,Long_Distance
grocery,8.66,M,0,14,Tue,13,Long_Distance
grocery,120.09,M,0,51,Fri,14,Commute
home,53.02,F,0,25,Sat,20,Local
misc,6.56,M,0,30,Tue,16,Long_Distance
entertainment,4.44,F,0,40,Sat,23,Regional
grocery,46.82,M,0,46,Mon,1,Long_Distance
shopping,181.53,F,0,42,Mon,12,Regional
misc,173.66,F,0,33,Wed,5,Remote
grocery,95.35,F,0,47,Sun,1,Long_Distance
grocery,1.15,F,0,29,Thu,13,Long_Distance
shopping,258.85,F,0,15,Sat,20,Long_Distance
personal,89.7,F,0,43,Sat,23,Long_Distance
grocery,65.72,M,0,40,Wed,12,Long_Distance
shopping,95.72,F,0,32,Fri,16,Commute
shopping,227.09,F,0,45,Mon,12,Regional
home,38.17,F,0,59,Thu,15,Remote
home,37.21,F,0,59,Mon,13,Commute
travel,7.07,M,0,52,Sun,14,Regional
misc,9.89,F,0,35,Thu,7,Commute
travel,70.36,F,0,25,Mon,7,Local
grocery,74.94,M,0,49,Fri,8,Long_Distance
entertainment,21.94,M,0,21,Mon,18,Regional
health,141.69,M,0,66,Mon,14,Regional
home,26.18,F,0,48,Sat,12,Long_Distance
home,94.45,M,0,61,Sun,14,Long_Distance
shopping,33.53,M,0,34,Sun,23,Commute
travel,7.24,F,0,90,Sun,15,Long_Distance
misc,212.88,F,0,36,Fri,1,Long_Distance
shopping,2.49,F,0,47,Mon,23,Remote
personal,31.84,M,0,88,Fri,21,Long_Distance
travel,8.95,F,0,77,Sun,15,Regional
grocery,212.2,F,0,42,Thu,10,Regional
grocery,36.66,F,0,38,Mon,20,Long_Distance
travel,8.22,F,0,21,Sat,15,Long_Distance
home,48.18,M,0,33,Sat,12,Commute
grocery,53.06,M,0,26,Mon,12,Regional
shopping,16.68,F,0,49,Sat,14,Commute
home,88.68,F,0,43,Sun,13,Long_Distance
travel,6.8,F,0,49,Sun,14,Commute
shopping,7.26,M,0,67,Sat,2,Long_Distance
grocery,173.63,F,0,35,Thu,7,Long_Distance
personal,183.62,M,0,91,Sat,22,Regional
travel,98.56,M,0,36,Tue,11,Commute
misc,6.95,F,0,23,Fri,15,Long_Distance
travel,108.02,F,0,29,Sun,8,Long_Distance
home,19.98,M,0,61,Wed,18,Regional
travel,70.97,M,0,76,Fri,2,Remote
entertainment,10.15,F,0,37,Sat,12,Commute
grocery,7.55,F,0,80,Sun,13,Regional
grocery,111.08,F,0,47,Mon,2,Commute
entertainment,7.38,M,0,49,Sat,16,Long_Distance
misc,2.21,F,0,59,Mon,11,Long_Distance
home,81.87,M,0,33,Wed,22,Commute
grocery,20.66,F,0,65,Fri,5,Long_Distance
shopping,2.32,F,0,36,Thu,23,Long_Distance
travel,58.54,M,0,74,Mon,10,Commute
health,34.39,M,0,29,Thu,22,Remote
home,45.77,F,0,66,Wed,12,Commute
grocery,159.37,M,0,59,Wed,5,Commute
home,9.08,M,0,74,Fri,18,Long_Distance
grocery,75.66,M,0,71,Tue,12,Regional
health,30.62,F,0,21,Sat,22,Long_Distance
grocery,63.03,F,0,43,Mon,7,Long_Distance
travel,3.91,F,0,41,Mon,22,Long_Distance
entertainment,13.83,M,0,50,Thu,17,Remote
travel,34.6,F,0,38,Thu,4,Regional
grocery,2.43,F,0,21,Mon,12,Commute
grocery,19.42,F,0,41,Tue,22,Commute
shopping,5.46,F,0,47,Tue,18,Commute
home,40.74,F,0,46,Mon,19,Commute
misc,45.7,M,0,45,Mon,2,Commute
travel,62.57,M,0,65,Mon,4,Long_Distance
shopping,82.63,F,0,31,Sun,21,Long_Distance
travel,72.15,M,0,40,Sun,7,Regional
grocery,10.84,F,0,49,Sun,22,Long_Distance
travel,62.13,M,0,82,Mon,1,Long_Distance
health,80.46,F,0,45,Tue,18,Regional
shopping,1.21,M,0,56,Tue,1,Long_Distance
home,202.22,M,0,69,Sun,16,Regional
shopping,8.1,M,0,79,Mon,9,Commute
travel,68.27,M,0,28,Thu,8,Regional
home,5.4,F,0,36,Sat,21,Commute
misc,7.21,F,0,26,Mon,1,Commute
home,20.02,M,0,51,Thu,23,Long_Distance
entertainment,22.54,F,0,60,Wed,5,Remote
travel,58.95,M,0,48,Mon,7,Regional
entertainment,28.32,F,0,35,Thu,12,Regional
shopping,4.64,F,0,36,Sat,21,Regional
shopping,129.76,M,0,40,Thu,2,Regional
grocery,126.81,F,0,58,Fri,6,Commute
grocery,164.13,M,0,51,Sat,7,Commute
entertainment,255.84,M,0,67,Mon,2,Local
home,6.51,M,0,30,Sun,18,Regional
home,43.42,F,0,66,Sat,13,Regional
personal,3.2,M,0,72,Sat,15,Long_Distance
home,57.95,F,0,49,Mon,14,Commute
misc,75.11,F,0,31,Mon,16,Long_Distance
grocery,183.74,F,0,45,Sun,1,Long_Distance
grocery,5.16,F,0,43,Tue,13,Remote
home,109.91,F,0,61,Tue,19,Long_Distance
grocery,101.24,M,0,27,Tue,4,Remote
home,31.8,F,0,27,Mon,12,Regional
personal,1.65,F,0,37,Sun,19,Long_Distance
grocery,19.02,F,0,46,Sun,10,Long_Distance
shopping,797.95,F,0,25,Sun,16,Commute
personal,84.12,F,0,40,Mon,16,Regional
shopping,44.03,F,0,48,Sun,15,Remote
home,48.07,M,0,38,Sat,14,Long_Distance
home,6.87,M,0,57,Thu,12,Commute
travel,60.14,F,0,35,Mon,4,Commute
travel,52.63,F,0,47,Mon,9,Long_Distance
home,2.73,M,0,46,Wed,14,Commute
entertainment,20.92,M,0,47,Sat,16,Long_Distance
grocery,228.21,F,0,30,Thu,2,Long_Distance
grocery,106.8,F,0,30,Sat,9,Remote
travel,70.11,F,0,67,Sun,11,Long_Distance
travel,5.21,F,0,59,Tue,16,Long_Distance
home,96.17,M,0,49,Sun,13,Long_Distance
shopping,8.54,M,0,20,Tue,19,Long_Distance
personal,99.86,F,0,35,Wed,19,Regional
grocery,91.56,M,0,81,Sun,15,Long_Distance
health,33.56,M,0,63,Mon,20,Long_Distance
misc,4.83,M,0,56,Wed,3,Regional
home,104.64,F,0,43,Mon,14,Long_Distance
travel,14.22,M,0,75,Thu,17,Long_Distance
entertainment,74.69,M,0,48,Tue,23,Long_Distance
travel,107.65,F,0,74,Thu,6,Remote
misc,81.7,F,0,22,Mon,19,Long_Distance
personal,51.88,F,0,49,Sat,16,Long_Distance
home,70.65,F,0,30,Mon,15,Commute
personal,257.01,F,0,72,Sat,23,Remote
shopping,3.57,M,0,52,Sun,2,Commute
home,9.55,F,0,70,Sat,15,Long_Distance
shopping,6.54,F,0,32,Sun,13,Regional
travel,1.46,F,0,66,Sun,13,Commute
grocery,46.64,M,0,44,Sun,8,Long_Distance
shopping,7.34,M,0,34,Mon,17,Regional
misc,658.75,M,0,56,Thu,4,Long_Distance
personal,182.46,F,0,43,Thu,18,Long_Distance
grocery,19.26,M,0,20,Mon,4,Regional
travel,9.79,M,0,52,Sun,17,Local
misc,9.15,M,0,94,Tue,10,Long_Distance
grocery,216.66,F,0,36,Sat,6,Long_Distance
travel,56.85,F,0,48,Sat,0,Regional
grocery,99.45,M,0,76,Wed,23,Long_Distance
shopping,109.26,M,0,20,Sun,21,Commute
grocery,103.27,M,0,29,Tue,7,Commute
shopping,6.95,F,0,27,Sat,16,Long_Distance
personal,6.62,F,0,33,Tue,18,Regional
grocery,69.57,M,0,63,Tue,2,Long_Distance
shopping,120.22,F,0,70,Sun,3,Long_Distance
travel,53.92,F,0,21,Wed,6,Long_Distance
travel,74.74,M,0,54,Sat,5,Long_Distance
personal,64.48,F,0,21,Sun,16,Regional
grocery,79.48,F,0,42,Sun,8,Long_Distance
personal,28.74,F,0,25,Mon,20,Commute
personal,140.93,F,0,47,Sat,12,Long_Distance
shopping,6.57,M,0,58,Wed,10,Long_Distance
grocery,105.17,M,0,29,Wed,18,Regional
grocery,48.73,F,0,34,Sun,1,Regional
misc,2.71,M,0,35,Fri,14,Long_Distance
home,46.52,F,0,58,Fri,15,Long_Distance
home,5.35,F,0,33,Fri,18,Long_Distance
grocery,19.65,M,0,27,Thu,12,Long_Distance
grocery,100.25,F,0,35,Sun,9,Commute
home,42.36,F,0,33,Fri,16,Long_Distance
home,37.23,M,0,52,Fri,17,Long_Distance
shopping,3.37,F,0,49,Thu,23,Long_Distance
home,18.57,M,0,44,Mon,20,Long_Distance
home,81.7,M,0,33,Wed,16,Regional
home,41.65,M,0,27,Tue,15,Long_Distance
home,39.87,F,0,29,Tue,19,Local
home,27.2,M,0,46,Mon,20,Regional
grocery,161.81,F,0,37,Sun,9,Long_Distance
personal,82.25,F,0,29,Fri,19,Long_Distance
entertainment,71.52,M,0,28,Sat,19,Long_Distance
grocery,113.39,M,0,49,Fri,9,Long_Distance
grocery,138.21,F,0,50,Sat,0,Commute
misc,2.86,F,0,35,Mon,18,Long_Distance
shopping,2.62,M,0,47,Fri,18,Long_Distance
shopping,3.24,M,0,68,Sun,4,Commute
home,9.91,M,0,53,Sat,22,Long_Distance
grocery,64.67,M,0,31,Sun,5,Commute
home,79.61,M,0,37,Sat,12,Commute
grocery,114.74,M,0,93,Sat,1,Commute
personal,63.87,F,0,89,Fri,22,Long_Distance
grocery,351.59,F,0,58,Thu,12,Long_Distance
grocery,63.46,F,0,32,Wed,8,Long_Distance
entertainment,75.46,M,0,45,Sat,17,Long_Distance
shopping,418.29,F,0,90,Sun,4,Long_Distance
travel,95.7,M,0,31,Thu,6,Long_Distance
shopping,3.74,F,0,39,Sat,23,Commute
grocery,50.22,M,0,43,Fri,6,Regional
misc,279.3,F,0,69,Mon,5,Long_Distance
grocery,107.61,F,0,29,Tue,0,Long_Distance
misc,4.87,M,0,40,Thu,22,Long_Distance
shopping,642.97,F,0,70,Mon,5,Long_Distance
shopping,52.74,F,0,40,Sat,14,Commute
travel,488.93,M,0,47,Sat,17,Commute
grocery,84.27,F,0,49,Mon,18,Regional
shopping,10.31,M,0,31,Mon,23,Long_Distance
grocery,86.61,M,0,33,Sun,11,Regional
home,18.21,M,0,50,Mon,15,Long_Distance
shopping,4.2,F,0,41,Sun,13,Long_Distance
shopping,1.27,F,0,59,Mon,7,Regional
shopping,3.19,M,0,93,Sun,11,Long_Distance
home,75.95,F,0,36,Sat,16,Long_Distance
shopping,2.48,F,0,31,Thu,16,Regional
travel,73.87,F,0,45,Sun,2,Regional
grocery,50.97,M,0,43,Tue,11,Long_Distance
shopping,4.95,F,0,26,Mon,12,Commute
home,80.38,M,0,29,Fri,16,Commute
travel,1.15,F,0,71,Sat,17,Local
travel,54.16,M,0,40,Sun,5,Remote
shopping,44.83,F,0,43,Sun,21,Long_Distance
personal,77.2,M,0,75,Tue,17,Regional
entertainment,35.06,M,0,63,Mon,12,Long_Distance
misc,16.57,M,0,37,Fri,13,Remote
shopping,3.49,F,0,56,Thu,3,Long_Distance
personal,73.31,F,0,42,Fri,22,Regional
grocery,25.33,F,0,21,Wed,4,Regional
shopping,2.59,F,0,85,Sat,4,Commute
travel,4.37,F,0,49,Sun,19,Regional
grocery,60.22,M,0,32,Tue,2,Remote
travel,68.04,M,0,31,Sun,10,Regional
entertainment,24.89,M,0,29,Tue,16,Commute
grocery,90.62,M,0,65,Tue,9,Regional
grocery,39.72,M,0,40,Tue,11,Long_Distance
travel,77.2,M,0,73,Fri,3,Regional
home,286.79,F,0,71,Mon,21,Commute
shopping,4.77,M,0,63,Tue,2,Commute
grocery,94.37,F,0,86,Sat,9,Commute
home,14.43,M,0,33,Mon,16,Long_Distance
personal,38.74,F,0,35,Fri,12,Commute
health,35.85,F,0,29,Wed,13,Local
personal,30.67,F,0,35,Tue,18,Long_Distance
misc,198.88,F,0,48,Sun,5,Commute
home,28.06,M,0,83,Wed,16,Long_Distance
grocery,130.9,M,0,70,Tue,7,Regional
grocery,87.7,F,0,35,Sun,6,Commute
misc,25.15,F,0,27,Wed,7,Long_Distance
travel,72.94,F,0,22,Mon,8,Long_Distance
travel,33.55,F,0,22,Wed,6,Regional
travel,68.2,F,0,49,Mon,10,Long_Distance
shopping,4.47,M,0,64,Mon,6,Long_Distance
travel,59.96,F,0,78,Mon,10,Long_Distance
grocery,36.65,F,0,53,Thu,11,Regional
health,86.78,M,0,52,Sun,15,Long_Distance
misc,8.42,M,0,79,Thu,11,Regional
grocery,88.31,M,0,52,Wed,5,Long_Distance
misc,2.22,M,0,58,Fri,1,Long_Distance
misc,9.39,M,0,32,Mon,16,Commute
misc,1.3,M,0,61,Sat,11,Commute
shopping,62.95,M,0,52,Mon,6,Commute
entertainment,69.57,M,0,22,Sun,20,Regional
entertainment,37.19,F,0,32,Mon,18,Commute
home,54.28,M,0,63,Tue,15,Long_Distance
home,1.7,F,0,26,Sun,12,Regional
entertainment,22.44,F,0,64,Wed,12,Long_Distance
entertainment,74.49,M,0,35,Tue,15,Long_Distance
grocery,139.18,F,0,73,Tue,5,Long_Distance
grocery,26.39,F,0,47,Mon,13,Long_Distance
home,30.28,M,0,58,Tue,15,Commute
personal,5.39,F,0,35,Tue,13,Long_Distance
home,6.36,F,0,44,Sun,21,Long_Distance
home,80.07,M,0,42,Sat,18,Long_Distance
entertainment,5.0,M,0,62,Wed,21,Long_Distance
travel,79.37,F,0,44,Mon,5,Long_Distance
grocery,82.97,F,0,57,Sat,14,Commute
personal,23.35,F,0,25,Thu,20,Long_Distance
personal,4.37,F,0,43,Sun,22,Commute
misc,2.61,F,0,30,Wed,5,Commute
shopping,4.32,F,0,36,Tue,13,Regional
entertainment,3.1,M,0,49,Thu,16,Regional
home,39.43,F,0,53,Wed,12,Remote
home,43.29,M,0,72,Fri,18,Commute
grocery,76.12,F,0,48,Mon,9,Long_Distance
home,36.91,M,0,91,Mon,20,Long_Distance
travel,43.44,F,0,28,Sun,10,Commute
misc,8.28,M,0,44,Fri,6,Commute
shopping,132.37,M,0,38,Sat,12,Long_Distance
shopping,11.47,F,0,51,Mon,2,Commute
shopping,6.01,F,0,38,Sun,23,Commute
misc,26.01,F,0,65,Sun,8,Remote
grocery,48.53,F,0,57,Sun,21,Long_Distance
home,21.31,F,0,27,Fri,23,Long_Distance
misc,3.78,F,0,49,Mon,3,Long_Distance
health,8.51,F,0,62,Tue,16,Long_Distance
shopping,4.5,M,0,52,Mon,10,Regional
home,55.36,F,0,90,Fri,20,Commute
health,26.01,F,0,34,Fri,17,Commute
personal,21.97,F,0,22,Sat,20,Long_Distance
misc,18.21,F,0,38,Sun,4,Long_Distance
misc,23.14,F,0,59,Tue,7,Long_Distance
health,8.77,F,0,21,Fri,16,Long_Distance
shopping,67.95,F,0,60,Wed,10,Commute
grocery,71.54,M,0,31,Sun,22,Regional
misc,26.81,F,0,42,Sun,5,Regional
travel,59.81,M,0,49,Tue,6,Commute
health,33.36,M,0,53,Fri,13,Regional
grocery,199.6,F,0,42,Mon,1,Regional
misc,7.86,M,0,81,Mon,7,Commute
home,165.94,F,0,39,Fri,19,Regional
health,76.29,M,0,37,Fri,12,Commute
grocery,61.62,M,0,51,Sun,3,Long_Distance
home,21.11,M,0,48,Thu,17,Commute
health,97.8,M,0,58,Sun,19,Long_Distance
personal,45.29,M,0,50,Thu,21,Long_Distance
shopping,6.9,F,0,58,Mon,5,Long_Distance
entertainment,102.56,M,0,60,Tue,17,Commute
grocery,10.69,F,0,19,Wed,15,Commute
travel,7.95,F,0,54,Mon,20,Long_Distance
home,118.53,M,0,67,Mon,15,Remote
shopping,155.53,M,0,32,Tue,12,Long_Distance
shopping,8.17,M,0,74,Sat,2,Long_Distance
grocery,142.33,M,0,75,Sat,2,Commute
shopping,5.78,M,0,43,Sat,14,Regional
shopping,4.29,F,0,47,Thu,13,Commute
shopping,8.09,M,0,61,Mon,4,Commute
shopping,710.5,F,0,48,Thu,16,Commute
grocery,95.12,F,0,29,Wed,11,Long_Distance
health,52.27,M,0,25,Sun,16,Long_Distance
travel,66.65,M,0,68,Sun,4,Regional
misc,3.33,M,0,39,Sat,6,Regional
shopping,4.66,M,0,50,Sun,0,Long_Distance
shopping,6.61,F,0,49,Mon,21,Remote
home,25.69,F,0,35,Tue,23,Long_Distance
health,54.32,F,0,50,Sat,14,Remote
misc,4.62,M,0,57,Wed,5,Regional
grocery,160.25,F,0,38,Wed,7,Commute
shopping,2.92,F,0,35,Mon,17,Commute
grocery,48.29,M,0,45,Mon,7,Commute
home,4.14,F,0,48,Mon,13,Long_Distance
misc,8.21,M,0,54,Tue,11,Regional
home,25.14,F,0,34,Sat,19,Long_Distance
travel,78.78,F,0,78,Sun,11,Long_Distance
health,81.67,M,0,29,Sun,19,Regional
shopping,114.98,F,0,44,Wed,20,Long_Distance
misc,174.37,F,0,22,Mon,17,Long_Distance
home,59.58,F,0,25,Tue,17,Regional
travel,46.4,F,0,55,Tue,1,Commute
travel,5.84,M,0,79,Sun,17,Remote
grocery,32.82,F,0,80,Sat,8,Remote
grocery,99.34,M,0,60,Mon,0,Long_Distance
travel,8.89,M,0,92,Sat,13,Regional
grocery,61.09,F,0,39,Mon,11,Commute
misc,15.33,F,0,27,Thu,5,Long_Distance
shopping,3.44,F,0,36,Fri,16,Commute
misc,7.21,F,0,28,Thu,16,Long_Distance
travel,2.76,M,0,33,Sat,23,Long_Distance
personal,82.05,F,0,51,Wed,15,Long_Distance
misc,20.46,M,0,84,Sun,0,Commute
grocery,46.72,M,0,36,Mon,1,Regional
shopping,2.22,F,0,32,Sat,12,Regional
misc,119.18,F,0,33,Thu,6,Regional
grocery,29.68,M,0,76,Tue,23,Remote
misc,8.25,F,0,39,Thu,23,Regional
home,1.5,F,0,49,Sat,20,Long_Distance
home,51.77,F,0,47,Tue,14,Regional
shopping,4.57,F,0,38,Tue,16,Remote
grocery,44.85,F,0,62,Sun,3,Commute
entertainment,7.56,M,0,35,Sun,18,Commute
grocery,101.63,M,0,76,Mon,11,Commute
travel,60.87,F,0,38,Mon,8,Long_Distance
home,77.46,M,0,42,Mon,19,Long_Distance
grocery,100.03,M,0,44,Wed,4,Regional
home,12.7,F,0,47,Sat,21,Commute
home,59.27,M,0,73,Fri,15,Long_Distance
travel,77.94,F,0,23,Mon,7,Long_Distance
health,36.65,F,0,16,Tue,16,Regional
health,73.88,M,0,47,Thu,23,Remote
entertainment,77.54,M,0,36,Wed,17,Regional
grocery,49.56,F,0,48,Wed,13,Remote
travel,71.27,M,0,26,Tue,9,Long_Distance
misc,47.57,M,0,26,Mon,17,Long_Distance
misc,196.99,F,0,45,Wed,23,Regional
personal,140.4,M,0,52,Mon,22,Long_Distance
misc,1.08,M,0,24,Mon,17,Long_Distance
grocery,142.95,F,0,64,Tue,7,Long_Distance
personal,77.45,M,0,45,Fri,21,Long_Distance
shopping,3.31,F,0,36,Sun,15,Long_Distance
misc,45.04,M,0,76,Mon,2,Commute
grocery,1.57,F,0,15,Tue,23,Long_Distance
home,79.88,M,0,42,Wed,15,Regional
health,67.79,F,0,33,Fri,22,Regional
grocery,36.88,M,0,41,Sat,4,Regional
grocery,87.62,M,0,47,Tue,9,Regional
misc,32.45,M,0,46,Sat,0,Commute
grocery,82.62,M,0,34,Sat,4,Long_Distance
travel,106.22,F,0,54,Tue,3,Regional
travel,8.63,F,0,25,Tue,22,Long_Distance
entertainment,104.85,M,0,59,Tue,17,Regional
shopping,2.56,F,0,53,Thu,1,Regional
home,81.87,M,0,61,Wed,22,Commute
health,73.9,M,0,32,Sat,13,Commute
grocery,19.24,M,0,46,Sun,17,Long_Distance
misc,616.81,M,0,51,Thu,9,Long_Distance
personal,5.6,F,0,42,Sat,13,Commute
grocery,47.79,F,0,31,Sun,14,Commute
home,73.44,F,0,70,Sun,19,Commute
grocery,22.77,M,0,18,Fri,9,Long_Distance
entertainment,82.6,M,0,39,Mon,18,Long_Distance
misc,6.02,F,0,33,Sat,12,Long_Distance
misc,1.51,F,0,53,Sun,10,Remote
shopping,1.31,F,0,34,Sun,23,Commute
shopping,2.81,M,0,45,Tue,21,Long_Distance
personal,21.22,F,0,67,Wed,12,Long_Distance
grocery,87.14,M,0,41,Wed,6,Long_Distance
home,119.81,F,0,50,Sat,15,Long_Distance
personal,85.57,F,0,33,Mon,12,Long_Distance
grocery,169.87,F,0,48,Thu,6,Remote
shopping,5.61,F,0,80,Wed,8,Commute
travel,57.7,F,0,40,Sun,2,Local
grocery,36.87,F,0,70,Mon,16,Long_Distance
entertainment,64.27,M,0,26,Tue,15,Commute
home,83.48,M,0,46,Sun,19,Commute
travel,67.48,F,0,21,Thu,1,Long_Distance
entertainment,60.34,F,0,34,Wed,15,Commute
shopping,8.75,F,0,34,Thu,15,Remote
travel,51.08,F,0,57,Fri,11,Regional
home,58.64,F,0,78,Thu,12,Commute
health,124.9,F,0,48,Fri,22,Long_Distance
home,99.06,M,0,20,Fri,23,Commute
health,17.13,F,0,70,Wed,12,Commute
travel,68.64,F,0,49,Thu,0,Commute
grocery,196.22,F,0,29,Wed,0,Long_Distance
misc,43.12,M,0,57,Tue,7,Regional
grocery,123.88,M,0,27,Sun,10,Commute
travel,451.51,M,0,41,Wed,16,Regional
misc,33.83,F,0,71,Fri,4,Local
grocery,115.02,F,0,56,Fri,0,Remote
grocery,143.1,F,0,77,Thu,10,Long_Distance
travel,71.54,F,0,47,Sun,8,Regional
personal,31.14,F,0,41,Tue,18,Long_Distance
home,88.29,F,0,49,Thu,12,Commute
home,51.72,M,0,24,Sat,15,Commute
travel,2.67,F,0,66,Sat,22,Long_Distance
home,20.25,M,0,16,Sun,19,Commute
home,8.82,F,0,32,Mon,13,Commute
travel,65.89,M,0,56,Sun,4,Long_Distance
personal,67.85,F,0,47,Sun,13,Commute
home,73.38,M,0,42,Tue,13,Commute
shopping,5.32,F,0,42,Sun,17,Regional
entertainment,5.56,F,0,22,Tue,21,Regional
home,24.74,F,0,78,Mon,19,Long_Distance
health,125.64,F,0,36,Fri,16,Local
entertainment,73.2,M,0,28,Sat,18,Commute
travel,69.39,F,0,47,Thu,6,Regional
grocery,91.69,F,0,49,Sun,5,Regional
grocery,69.72,F,0,41,Tue,7,Commute
grocery,151.11,F,0,65,Mon,1,Regional
home,77.66,M,0,45,Sat,20,Local
grocery,65.05,M,0,68,Sun,2,Regional
personal,99.65,F,0,93,Fri,12,Long_Distance
shopping,9.76,M,0,31,Fri,16,Long_Distance
travel,62.93,M,0,39,Thu,8,Long_Distance
entertainment,72.7,M,0,31,Wed,16,Long_Distance
travel,79.39,F,0,66,Sun,4,Commute
travel,39.43,M,0,41,Fri,8,Long_Distance
home,135.07,M,0,27,Sat,18,Long_Distance
misc,252.53,F,0,33,Thu,9,Long_Distance
home,45.09,F,0,52,Thu,19,Long_Distance
home,116.61,M,0,30,Tue,18,Commute
misc,8.31,F,0,54,Tue,5,Regional
health,9.92,F,0,63,Sat,18,Long_Distance
