category,amt,gender,is_fraud,age,day,hour,distance_km
travel,62.47,F,0,44,Sun,1,Commute
travel,96.41,F,0,70,Thu,11,Commute
grocery,48.22,M,0,25,Sat,4,Commute
grocery,207.68,F,0,28,Thu,3,Regional
shopping,7.84,M,0,34,Sun,14,Long_Distance
travel,60.23,F,0,31,Thu,11,Regional
home,13.25,M,0,92,Thu,20,Commute
home,44.47,F,0,35,Tue,17,Regional
grocery,24.63,F,0,65,Thu,19,Long_Distance
misc,26.74,M,0,40,Mon,1,Commute
entertainment,1.2,M,0,50,Sun,7,Regional
shopping,642.97,F,0,70,Mon,5,Long_Distance
grocery,10.37,F,0,36,Sun,22,Long_Distance
home,109.04,F,0,34,Thu,23,Long_Distance
grocery,126.71,F,0,57,Sun,9,Long_Distance
grocery,3.84,F,0,47,Sun,14,Long_Distance
home,38.24,F,0,37,Thu,20,Regional
entertainment,26.61,M,0,43,Tue,18,Commute
health,129.33,F,0,49,Sat,23,Commute
grocery,80.61,F,0,31,Fri,19,Commute
personal,105.75,M,0,91,Wed,14,Regional
home,29.58,M,0,20,Fri,23,Long_Distance
travel,47.7,F,0,39,Mon,1,Regional
shopping,6.59,M,0,33,Thu,23,Long_Distance
misc,365.25,F,0,43,Sat,7,Long_Distance
travel,6.13,M,0,72,Fri,16,Long_Distance
grocery,223.16,F,0,34,Tue,5,Commute
misc,8.96,F,0,30,Sun,21,Long_Distance
grocery,213.27,F,0,84,Fri,14,Long_Distance
entertainment,66.03,F,0,37,Mon,17,Regional
misc,3.99,F,0,35,Wed,1,Long_Distance
grocery,144.0,M,0,83,Mon,5,Commute
misc,33.13,M,0,47,Sun,10,Long_Distance
entertainment,130.1,M,0,55,Mon,9,Long_Distance
grocery,64.83,M,0,35,Fri,23,Long_Distance
home,37.49,F,0,94,Mon,17,Regional
shopping,1.08,F,0,39,Wed,19,Regional
misc,3.67,F,0,61,Mon,11,Regional
misc,7.19,F,0,44,Sat,11,Long_Distance
entertainment,71.91,M,0,33,Tue,18,Regional
shopping,6.16,M,0,22,Tue,13,Regional
grocery,50.32,M,0,77,Sat,7,Long_Distance
travel,4.62,F,0,63,Sun,16,Remote
grocery,47.47,M,0,60,Mon,0,Commute
shopping,9.18,F,0,90,Thu,5,Regional
grocery,101.45,F,0,63,Tue,7,Long_Distance
travel,63.95,F,0,44,Wed,5,Local
misc,113.83,M,0,44,Sat,5,Commute
grocery,130.0,M,0,64,Thu,11,Long_Distance
travel,61.09,M,0,77,Thu,2,Regional
shopping,9.41,M,0,45,Fri,15,Commute
grocery,54.47,F,0,35,Sun,0,Long_Distance
home,131.88,F,0,28,Tue,15,Regional
misc,131.11,F,0,34,Sun,21,Commute
grocery,86.65,F,0,50,Fri,9,Long_Distance
home,252.86,F,0,81,Thu,20,Long_Distance
grocery,13.58,F,0,36,Fri,17,Long_Distance
home,52.81,M,0,29,Thu,15,Commute
travel,3.22,F,0,39,Fri,16,Remote
shopping,5.07,M,0,92,Fri,3,Long_Distance
personal,10.44,F,0,32,Fri,12,Commute
shopping,776.11,M,0,86,Mon,7,Long_Distance
shopping,3.56,F,0,89,Thu,3,Regional
misc,6.43,M,0,40,Thu,14,Regional
grocery,131.97,M,0,59,Sat,7,Long_Distance
home,133.82,M,0,26,Tue,13,Long_Distance
grocery,8.56,M,0,36,Sat,14,Long_Distance
grocery,155.9,F,0,34,Mon,1,Long_Distance
misc,504.97,M,0,32,Fri,10,Long_Distance
health,73.05,M,0,41,Sat,19,Regional
grocery,56.19,M,0,45,Sat,15,Long_Distance
travel,64.09,F,0,64,Sat,2,Commute
travel,32.34,M,0,65,Sun,0,Commute
grocery,55.76,M,0,45,Sat,20,Regional
grocery,43.81,M,0,33,Sun,7,Regional
health,6.88,F,0,50,Sun,12,Regional
home,43.74,M,0,52,Fri,22,Commute
home,99.91,F,0,72,Fri,12,Long_Distance
grocery,85.53,M,0,31,Wed,5,Long_Distance
shopping,9.38,M,0,39,Mon,15,Long_Distance
grocery,106.43,M,0,40,Tue,2,Long_Distance
travel,7.37,F,0,47,Sat,17,Commute
personal,72.06,F,0,42,Mon,20,Regional
grocery,95.66,M,0,55,Tue,0,Long_Distance
grocery,9.93,M,0,27,Sun,18,Remote
misc,3.11,F,0,89,Mon,5,Commute
grocery,13.62,M,0,63,Mon,16,Commute
health,12.1,F,0,21,Mon,15,Long_Distance
misc,4.37,M,0,33,Mon,8,Long_Distance
grocery,99.62,M,0,37,Fri,7,Local
misc,14.74,M,0,57,Wed,1,Long_Distance
grocery,77.07,F,0,61,Tue,6,Commute
shopping,384.05,M,0,54,Fri,1,Long_Distance
home,23.66,F,0,57,Sat,19,Long_Distance
entertainment,80.48,M,0,41,Mon,17,Long_Distance
travel,56.77,F,0,38,Tue,10,Long_Distance
grocery,97.38,M,0,27,Mon,11,Local
travel,70.9,M,0,45,Sun,1,Long_Distance
grocery,33.28,F,0,48,Fri,0,Long_Distance
shopping,7.53,M,0,25,Mon,17,Long_Distance
grocery,13.02,F,0,21,Sun,18,Commute
misc,25.0,F,0,37,Sun,2,Commute
misc,7.51,F,0,34,Tue,13,Commute
shopping,5.48,F,0,47,Tue,13,Regional
shopping,292.07,F,0,26,Fri,18,Long_Distance
grocery,2.97,M,0,26,Mon,14,Regional
misc,5.17,F,0,33,Tue,22,Long_Distance
shopping,5.54,F,0,60,Wed,5,Long_Distance
home,24.79,F,0,34,Tue,22,Commute
grocery,211.6,F,0,46,Mon,2,Long_Distance
entertainment,5.17,F,0,44,Mon,18,Long_Distance
travel,1.86,F,0,36,Sat,15,Long_Distance
health,61.74,F,0,29,Sat,23,Commute
entertainment,49.39,M,0,53,Wed,2,Regional
travel,3.49,F,0,39,Tue,21,Commute
home,131.21,F,0,20,Fri,23,Commute
shopping,3.39,F,0,49,Wed,21,Long_Distance
grocery,143.06,F,0,67,Mon,3,Long_Distance
grocery,63.05,F,0,16,Wed,11,Long_Distance
personal,24.43,F,0,24,Tue,21,Commute
home,34.85,F,0,47,Sun,18,Regional
travel,52.31,F,0,29,Mon,7,Long_Distance
travel,55.31,M,0,20,Sat,10,Commute
personal,282.17,M,0,76,Fri,12,Long_Distance
grocery,111.83,M,0,39,Mon,0,Commute
health,87.38,M,0,48,Tue,19,Commute
grocery,108.74,M,0,59,Sat,2,Regional
home,193.97,F,0,65,Mon,17,Commute
misc,5.85,F,0,62,Mon,6,Regional
grocery,109.92,M,0,60,Mon,10,Regional
home,23.07,F,0,62,Tue,22,Commute
misc,2.32,M,0,65,Mon,11,Commute
home,41.76,F,0,71,Tue,12,Long_Distance
entertainment,330.0,F,0,27,Mon,18,Long_Distance
home,61.84,F,0,42,Sat,23,Commute
misc,8.96,F,0,67,Tue,6,Long_Distance
home,72.34,M,0,45,Fri,20,Long_Distance
health,68.86,F,0,32,Sun,15,Regional
shopping,36.51,F,0,29,Mon,13,Long_Distance
entertainment,1.48,F,0,70,Mon,10,Commute
grocery,66.34,M,0,47,Fri,8,Long_Distance
home,84.5,M,0,41,Thu,14,Commute
health,49.68,M,0,21,Sun,17,Long_Distance
shopping,8.9,M,0,39,Tue,14,Long_Distance
travel,5.75,F,0,52,Thu,12,Long_Distance
travel,53.3,M,0,44,Sat,4,Commute
misc,15.44,F,0,69,Thu,8,Commute
personal,27.95,F,0,92,Sun,16,Long_Distance
shopping,101.57,F,0,33,Mon,17,Remote
grocery,73.79,F,0,54,Sat,11,Regional
shopping,2.22,M,0,53,Tue,10,Regional
grocery,12.62,F,0,22,Sun,21,Commute
home,9.77,M,0,57,Tue,21,Long_Distance
home,164.84,F,0,83,Mon,23,Commute
misc,165.69,M,0,85,Thu,1,Long_Distance
entertainment,90.88,F,0,36,Sat,12,Regional
personal,29.24,M,0,74,Tue,19,Regional
health,11.85,M,0,84,Sat,17,Long_Distance
shopping,3.95,F,0,81,Wed,9,Commute
misc,87.25,F,0,33,Tue,4,Long_Distance
travel,63.99,F,0,37,Sat,8,Long_Distance
personal,2.59,F,0,44,Sun,12,Long_Distance
shopping,76.73,M,0,40,Thu,4,Long_Distance
home,86.28,F,0,75,Sat,21,Long_Distance
misc,34.05,M,0,71,Thu,0,Commute
misc,3.5,F,0,52,Sat,7,Commute
travel,71.55,F,0,48,Sun,8,Commute
grocery,186.03,F,0,33,Sun,0,Commute
misc,69.9,F,0,36,Mon,10,Long_Distance
grocery,134.93,M,0,65,Thu,9,Local
health,38.69,M,0,30,Thu,13,Commute
personal,38.86,F,0,35,Thu,17,Long_Distance
misc,1.96,F,0,44,Tue,14,Commute
travel,65.13,F,0,28,Sun,11,Local
health,16.56,F,0,39,Wed,18,Commute
health,143.58,M,0,21,Fri,23,Local
travel,48.23,M,0,22,Mon,10,Regional
home,60.57,M,0,35,Thu,12,Long_Distance
grocery,20.52,F,0,43,Mon,12,Local
travel,7.49,F,0,67,Fri,15,Long_Distance
entertainment,177.26,M,0,31,Wed,13,Long_Distance
personal,55.5,F,0,35,Sat,19,Regional
shopping,9.88,M,0,21,Sun,21,Commute
shopping,14.63,F,0,65,Fri,6,Regional
shopping,97.92,F,0,38,Sat,13,Remote
grocery,88.2,M,0,31,Tue,11,Regional
misc,229.33,M,0,53,Fri,1,Regional
shopping,1.66,M,0,25,Sat,17,Commute
grocery,49.37,M,0,53,Wed,14,Local
health,81.17,M,0,49,Fri,18,Commute
personal,33.69,F,0,34,Mon,18,Long_Distance
shopping,143.08,M,0,19,Fri,14,Long_Distance
travel,487.17,M,0,38,Mon,12,Commute
entertainment,58.36,M,0,37,Tue,16,Long_Distance
grocery,32.2,M,0,33,Wed,11,Long_Distance
grocery,89.75,M,0,61,Fri,8,Regional
home,142.98,F,0,38,Tue,22,Long_Distance
home,76.05,M,0,41,Wed,20,Commute
grocery,2.1,M,0,19,Sun,20,Commute
travel,2.84,F,0,52,Sun,23,Long_Distance
shopping,3.99,F,0,80,Fri,0,Regional
home,48.23,M,0,46,Wed,17,Commute
shopping,8.41,F,0,79,Thu,11,Remote
health,2.47,F,0,67,Mon,12,Commute
grocery,49.21,M,0,26,Tue,6,Regional
grocery,11.57,M,0,40,Wed,17,Long_Distance
home,54.88,M,0,78,Tue,20,Commute
grocery,148.27,F,0,51,Fri,0,Long_Distance
travel,64.72,F,0,62,Fri,9,Local
home,83.21,F,0,40,Tue,20,Long_Distance
shopping,44.44,M,0,64,Mon,1,Local
misc,21.93,M,0,22,Thu,18,Commute
home,64.02,M,0,43,Sat,16,Commute
grocery,91.47,M,0,45,Sun,18,Local
shopping,2.28,F,0,60,Mon,6,Local
shopping,36.75,F,0,27,Mon,22,Long_Distance
grocery,115.09,M,0,26,Tue,4,Regional
travel,47.0,M,0,45,Sat,2,Long_Distance
misc,65.53,F,0,40,Tue,4,Long_Distance
home,54.73,F,0,83,Thu,23,Long_Distance
grocery,76.63,F,0,31,Tue,5,Long_Distance
home,21.43,M,0,32,Mon,16,Commute
health,34.17,M,0,32,Fri,13,Long_Distance
home,103.67,M,0,31,Mon,21,Long_Distance
home,113.54,F,0,48,Mon,21,Commute
personal,41.31,F,0,32,Sun,15,Remote
misc,7.83,F,0,57,Thu,11,Commute
travel,45.78,M,0,71,Sat,0,Regional
grocery,211.49,F,0,38,Sat,7,Regional
travel,70.04,M,0,95,Fri,8,Long_Distance
personal,16.22,M,0,48,Fri,22,Commute
travel,89.73,M,0,32,Tue,1,Commute
shopping,100.04,M,0,38,Tue,7,Commute
health,45.16,M,0,57,Wed,14,Long_Distance
home,30.07,F,0,67,Mon,21,Commute
health,27.66,M,0,50,Sat,22,Regional
grocery,144.06,M,0,83,Mon,7,Long_Distance
shopping,7.9,F,0,32,Sun,12,Commute
home,30.23,M,0,60,Sat,12,Commute
travel,71.68,F,0,61,Fri,7,Regional
shopping,3.99,F,0,45,Thu,22,Long_Distance
shopping,2.09,M,0,64,Mon,7,Long_Distance
health,4.78,M,0,32,Sun,19,Commute
personal,115.26,F,0,60,Thu,21,Commute
misc,374.03,F,0,47,Mon,10,Local
personal,2.48,M,0,21,Sun,17,Long_Distance
travel,51.27,M,0,56,Sat,11,Regional
shopping,9.03,F,0,36,Tue,20,Regional
shopping,10.28,F,0,28,Mon,15,Regional
travel,74.85,M,0,45,Fri,2,Remote
grocery,105.0,M,0,37,Thu,9,Long_Distance
misc,8.93,F,0,91,Mon,9,Commute
grocery,67.04,F,0,28,Mon,4,Long_Distance
shopping,15.64,F,0,41,Sat,14,Long_Distance
misc,2.61,M,0,53,Fri,4,Commute
personal,12.55,F,0,74,Sat,17,Long_Distance
home,22.14,F,0,40,Tue,23,Long_Distance
travel,46.42,M,0,78,Sun,0,Commute
personal,126.49,F,0,36,Sun,18,Long_Distance
misc,8.93,F,0,49,Fri,21,Long_Distance
personal,23.83,F,0,54,Sun,17,Commute
entertainment,2.01,F,0,66,Sat,17,Commute
entertainment,47.56,F,0,47,Thu,20,Regional
home,138.05,M,0,45,Sat,16,Commute
shopping,7.29,F,0,38,Wed,16,Long_Distance
shopping,238.42,F,0,37,Tue,15,Regional
grocery,74.24,F,0,50,Sun,7,Commute
entertainment,84.7,F,0,25,Sun,19,Regional
shopping,8.57,M,0,35,Sat,20,Commute
grocery,54.91,F,0,31,Tue,10,Long_Distance
home,87.06,F,0,44,Sun,12,Commute
personal,35.43,M,0,32,Sun,23,Commute
home,30.25,F,0,43,Sat,18,Long_Distance
grocery,86.14,M,0,53,Sat,6,Regional
grocery,98.9,M,0,28,Sat,4,Long_Distance
travel,81.91,M,0,50,Tue,9,Long_Distance
health,179.45,M,0,34,Mon,15,Long_Distance
home,30.57,M,0,49,Tue,12,Long_Distance
grocery,36.8,F,0,20,Tue,6,Regional
shopping,147.92,F,0,67,Mon,2,Regional
shopping,6.06,M,0,26,Mon,14,Regional
grocery,104.5,F,0,30,Sat,5,Long_Distance
home,3.12,M,0,25,Tue,20,Commute
entertainment,76.04,M,0,47,Thu,21,Remote
home,76.99,M,0,24,Sat,19,Local
entertainment,77.62,F,0,32,Fri,20,Commute
grocery,30.41,M,0,27,Mon,3,Commute
grocery,92.12,F,0,39,Tue,3,Commute
grocery,76.75,M,0,79,Tue,0,Regional
grocery,63.79,F,0,34,Sat,3,Long_Distance
home,26.1,F,0,30,Mon,18,Local
grocery,101.83,F,0,89,Mon,11,Long_Distance
home,99.08,M,0,50,Tue,15,Regional
travel,2.97,M,0,26,Fri,13,Long_Distance
travel,69.72,M,0,47,Mon,1,Remote
grocery,9.47,M,0,20,Tue,19,Commute
shopping,7.11,F,0,32,Tue,12,Commute
shopping,1.43,F,0,28,Fri,12,Regional
home,24.3,F,0,54,Sun,15,Regional
grocery,92.16,F,0,85,Mon,11,Commute
home,32.7,F,0,68,Thu,17,Long_Distance
misc,66.24,M,0,59,Fri,4,Regional
home,21.47,M,0,45,Mon,20,Commute
personal,89.2,F,0,25,Sun,17,Commute
shopping,10.02,F,0,32,Wed,19,Long_Distance
home,135.74,F,0,53,Thu,18,Remote
shopping,95.98,M,0,34,Sun,10,Long_Distance
grocery,34.71,F,0,30,Thu,8,Local
health,11.73,M,0,32,Fri,17,Regional
misc,29.61,F,0,32,Sun,0,Long_Distance
grocery,133.14,M,0,40,Thu,16,Commute
misc,3.97,M,0,45,Thu,15,Long_Distance
grocery,28.62,M,0,45,Sun,10,Regional
home,150.9,M,0,63,Sat,17,Long_Distance
travel,70.56,F,0,80,Tue,2,Local
entertainment,138.82,F,0,33,Mon,13,Commute
home,32.81,F,0,48,Sun,14,Long_Distance
personal,47.15,F,0,28,Mon,23,Remote
entertainment,21.89,M,0,29,Sat,17,Regional
home,17.52,M,0,35,Fri,17,Long_Distance
home,33.68,F,0,47,Wed,18,Long_Distance
grocery,6.2,F,0,20,Sun,14,Long_Distance
shopping,4.43,F,0,37,Thu,18,Regional
grocery,98.33,M,0,25,Mon,8,Long_Distance
grocery,60.73,F,0,65,Tue,20,Local
entertainment,24.94,F,0,83,Mon,16,Long_Distance
grocery,221.75,F,0,49,Sun,11,Regional
travel,45.93,M,0,21,Mon,7,Regional
home,20.83,F,0,92,Sat,12,Long_Distance
health,22.3,M,0,25,Wed,21,Long_Distance
health,89.85,M,0,19,Mon,13,Long_Distance
entertainment,6.35,M,0,63,Wed,22,Long_Distance
health,74.47,F,0,23,Wed,22,Commute
misc,2.28,M,0,18,Wed,18,Long_Distance
shopping,1.27,M,0,57,Sat,4,Long_Distance
misc,1.5,M,0,49,Tue,6,Regional
travel,5.0,M,0,68,Tue,23,Regional
entertainment,81.7,M,0,29,Tue,21,Remote
personal,9.3,M,0,23,Thu,13,Regional
home,28.34,M,0,62,Sun,13,Long_Distance
misc,9.34,F,0,24,Thu,20,Long_Distance
grocery,25.71,M,0,25,Mon,9,Commute
grocery,198.05,F,0,45,Thu,3,Regional
misc,1.34,F,0,61,Thu,4,Remote
grocery,81.66,F,0,35,Sat,10,Commute
misc,8.27,M,0,71,Mon,10,Local
shopping,112.03,M,0,46,Fri,11,Long_Distance
grocery,32.83,M,0,92,Mon,21,Commute
home,61.07,M,0,39,Tue,23,Long_Distance
health,41.03,M,0,23,Sun,22,Long_Distance
health,52.83,F,0,66,Mon,17,Long_Distance
home,5.96,F,0,68,Fri,16,Long_Distance
personal,41.02,M,0,67,Wed,20,Regional
shopping,6.66,F,0,36,Mon,19,Regional
misc,269.34,F,0,23,Sat,16,Long_Distance
shopping,17.56,F,0,26,Sat,18,Long_Distance
misc,1.06,F,0,16,Sun,15,Long_Distance
grocery,23.37,F,0,38,Wed,16,Regional
health,72.96,F,0,48,Tue,20,Regional
personal,28.39,F,0,43,Sat,18,Regional
grocery,24.93,M,0,71,Sat,18,Commute
grocery,66.37,M,0,39,Thu,5,Long_Distance
health,96.76,F,0,48,Sun,22,Commute
grocery,101.83,M,0,53,Sun,0,Regional
travel,63.78,F,0,25,Sat,3,Long_Distance
travel,47.88,F,0,62,Fri,4,Regional
travel,49.85,F,0,83,Mon,10,Regional
personal,29.23,F,0,42,Sun,12,Long_Distance
grocery,60.16,F,0,32,Sun,0,Long_Distance
misc,9.92,M,0,41,Tue,20,Regional
grocery,14.97,M,0,23,Fri,11,Long_Distance
travel,60.37,M,0,35,Mon,1,Remote
shopping,307.09,F,0,42,Fri,15,Regional
home,49.12,F,0,42,Mon,23,Long_Distance
home,75.41,M,0,41,Fri,12,Long_Distance
shopping,3.58,M,0,45,Sun,22,Long_Distance
shopping,2.93,F,0,42,Fri,22,Long_Distance
entertainment,85.83,M,0,34,Fri,23,Commute
grocery,109.03,F,0,70,Thu,16,Regional
personal,3.55,F,0,16,Mon,18,Long_Distance
entertainment,15.28,M,0,31,Sat,21,Long_Distance
travel,79.75,F,0,68,Mon,3,Commute
grocery,135.02,F,0,78,Sun,11,Commute
home,63.18,M,0,50,Thu,14,Long_Distance
shopping,664.45,F,0,38,Sat,20,Regional
shopping,1.78,F,0,45,Tue,23,Long_Distance
travel,5.61,F,0,25,Sun,12,Regional
travel,64.31,F,0,47,Wed,0,Regional
grocery,197.73,F,0,27,Thu,8,Long_Distance
travel,4.74,F,0,71,Wed,21,Regional
grocery,52.21,M,0,46,Wed,21,Regional
grocery,96.75,F,0,46,Wed,2,Commute
travel,50.05,M,0,47,Fri,0,Regional
shopping,9.99,M,0,17,Thu,19,Commute
misc,1003.61,F,0,29,Wed,10,Long_Distance
health,9.54,M,0,59,Mon,18,Commute
misc,174.49,F,0,30,Wed,4,Long_Distance
shopping,9.66,M,0,31,Sat,23,Long_Distance
home,85.42,M,0,33,Sun,12,Commute
misc,9.51,M,0,61,Fri,6,Long_Distance
grocery,43.98,F,0,35,Mon,6,Regional
home,16.67,F,0,50,Sat,14,Commute
shopping,3.59,F,0,37,Mon,22,Commute
grocery,87.37,M,0,61,Sun,9,Commute
shopping,5.61,F,0,68,Wed,7,Commute
home,3.18,M,0,61,Sun,16,Long_Distance
shopping,112.91,M,0,45,Wed,15,Remote
grocery,98.97,M,0,67,Tue,5,Regional
shopping,29.82,M,0,47,Sat,22,Long_Distance
shopping,89.3,M,0,23,Fri,17,Long_Distance
home,32.85,M,0,45,Thu,22,Commute
grocery,145.88,F,0,47,Tue,23,Remote
entertainment,72.2,M,0,22,Thu,12,Long_Distance
entertainment,82.85,F,0,60,Sat,7,Regional
grocery,36.71,M,0,45,Fri,0,Local
shopping,9.92,F,0,45,Sun,17,Long_Distance
entertainment,7.94,M,0,47,Sun,18,Long_Distance
travel,56.88,F,0,69,Sun,11,Regional
entertainment,58.75,M,0,56,Sat,7,Long_Distance
home,79.58,M,0,28,Fri,12,Regional
grocery,191.31,F,0,45,Wed,8,Long_Distance
shopping,422.54,M,0,31,Sun,15,Regional
health,1.26,M,0,67,Wed,13,Regional
shopping,41.25,F,0,50,Sun,0,Long_Distance
shopping,4.46,F,0,48,Sat,22,Commute
grocery,73.88,M,0,24,Thu,2,Long_Distance
home,21.05,F,0,75,Sun,14,Local
shopping,1.38,F,0,49,Sat,21,Long_Distance
shopping,5.25,M,0,61,Thu,6,Regional
grocery,2.67,M,0,19,Wed,17,Long_Distance
misc,146.94,M,0,60,Sun,7,Long_Distance
shopping,174.95,M,0,16,Tue,13,Long_Distance
home,37.4,F,0,36,Thu,12,Commute
grocery,48.5,M,0,28,Mon,4,Long_Distance
travel,69.58,M,0,35,Tue,10,Commute
travel,45.62,M,0,61,Sat,5,Long_Distance
shopping,2.25,F,0,83,Sat,6,Commute
shopping,7.31,M,0,41,Tue,22,Commute
travel,78.37,F,0,85,Sun,0,Long_Distance
travel,61.24,M,0,39,Sun,5,Commute
entertainment,66.78,F,0,20,Mon,12,Long_Distance
personal,113.48,F,0,68,Fri,18,Regional
travel,62.58,M,0,61,Wed,4,Long_Distance
health,115.46,M,0,30,Mon,14,Commute
travel,2.65,M,0,67,Sat,23,Long_Distance
home,26.56,F,0,48,Sat,19,Commute
entertainment,140.06,F,0,31,Tue,16,Regional
shopping,6993.63,F,0,47,Sat,20,Long_Distance
misc,1.23,F,0,68,Sat,8,Commute
travel,6.0,F,0,54,Wed,13,Long_Distance
travel,72.19,M,0,64,Fri,11,Regional
grocery,56.13,F,0,39,Wed,18,Long_Distance
home,9.86,F,0,26,Sat,20,Long_Distance
home,103.74,M,0,65,Mon,14,Long_Distance
travel,46.91,F,0,22,Tue,7,Commute
shopping,3.34,M,0,76,Mon,11,Commute
shopping,85.16,M,0,31,Mon,3,Regional
entertainment,30.52,M,0,63,Tue,8,Long_Distance
grocery,61.77,M,0,23,Mon,1,Commute
grocery,27.2,M,0,92,Sat,3,Commute
home,11.91,M,0,87,Wed,19,Regional
entertainment,13.88,M,0,46,Sun,22,Regional
health,7.32,F,0,47,Wed,17,Long_Distance
grocery,87.26,F,0,58,Mon,11,Long_Distance
grocery,90.63,F,0,58,Sun,21,Long_Distance
shopping,30.05,F,0,45,Wed,15,Long_Distance
home,51.55,M,0,48,Thu,20,Long_Distance
shopping,96.44,M,0,34,Wed,11,Regional
home,21.09,F,0,64,Tue,12,Long_Distance
misc,3.72,F,0,43,Wed,8,Commute
travel,66.28,M,0,53,Sun,11,Long_Distance
travel,61.26,F,0,75,Mon,6,Regional
grocery,1.31,M,0,35,Sun,21,Commute
shopping,4.06,M,0,38,Mon,18,Regional
grocery,94.9,M,0,72,Wed,5,Long_Distance
personal,1.75,F,0,85,Mon,12,Long_Distance
home,154.13,F,0,78,Tue,19,Long_Distance
home,20.77,M,0,35,Wed,18,Long_Distance
personal,43.63,F,0,48,Tue,13,Remote
grocery,1.57,F,0,20,Sun,13,Local
travel,66.1,F,0,39,Sat,4,Long_Distance
home,84.04,F,0,57,Wed,22,Regional
shopping,8.88,F,0,70,Sun,6,Long_Distance
home,50.35,M,0,38,Thu,12,Regional
home,73.12,M,0,39,Sun,18,Commute
personal,32.6,F,0,46,Tue,17,Commute
grocery,79.47,M,0,45,Tue,1,Local
travel,54.13,M,0,42,Mon,10,Long_Distance
grocery,28.62,M,0,23,Mon,16,Long_Distance
home,45.85,M,0,26,Sun,12,Regional
shopping,3.64,M,0,52,Thu,6,Regional
travel,51.23,F,0,84,Mon,6,Commute
home,68.55,M,0,47,Wed,20,Commute
grocery,51.88,M,0,26,Mon,7,Regional
grocery,5.35,M,0,15,Wed,12,Long_Distance
grocery,214.92,F,0,42,Sun,2,Regional
shopping,5.23,F,0,68,Tue,10,Commute
shopping,5.59,M,0,48,Tue,13,Commute
grocery,20.83,F,0,36,Mon,14,Commute
shopping,26.38,F,0,72,Sat,10,Commute
home,77.96,M,0,43,Sun,21,Local
misc,1.31,M,0,15,Sun,23,Commute
