category,amt,gender,is_fraud,age,day,hour,distance_km
misc,90.72,M,0,47,Sun,9,Long_Distance
travel,4.54,M,0,76,Mon,22,Regional
entertainment,68.79,F,0,27,Sun,14,Long_Distance
grocery,84.68,F,0,44,Sun,23,Regional
travel,45.72,F,0,47,Fri,9,Regional
health,43.48,M,0,56,Sun,13,Long_Distance
entertainment,67.63,M,0,74,Fri,7,Regional
home,58.01,F,0,49,Sat,17,Commute
home,48.29,F,0,48,Sun,18,Long_Distance
grocery,11.63,F,0,23,Sun,23,Regional
home,16.49,F,0,91,Tue,20,Commute
travel,42.95,F,0,43,Sun,4,Long_Distance
shopping,8.05,F,0,28,Tue,17,Commute
grocery,2.58,F,0,24,Sun,20,Commute
home,51.86,F,0,29,Sun,14,Long_Distance
shopping,8.08,F,0,18,Mon,22,Long_Distance
travel,55.36,F,0,24,Sat,5,Commute
personal,2.96,M,0,35,Fri,15,Long_Distance
home,124.0,F,0,54,Sat,14,Regional
shopping,97.75,F,0,89,Sat,11,Long_Distance
personal,22.31,M,0,43,Sun,15,Long_Distance
health,5.5,F,0,57,Thu,18,Commute
home,3.47,F,0,47,Sat,22,Long_Distance
misc,35.11,M,0,38,Sun,10,Long_Distance
shopping,7.93,F,0,70,Wed,10,Commute
grocery,71.59,F,0,85,Tue,9,Long_Distance
personal,44.38,F,0,38,Tue,23,Regional
home,64.85,M,0,15,Sun,22,Regional
grocery,23.58,F,0,64,Sat,9,Long_Distance
grocery,111.98,F,0,83,Sun,2,Regional
grocery,137.4,M,0,85,Wed,0,Commute
misc,1.53,F,0,62,Mon,1,Commute
grocery,64.42,F,0,38,Fri,9,Local
travel,42.92,F,0,43,Mon,10,Commute
entertainment,66.98,M,0,48,Sun,20,Long_Distance
entertainment,21.03,F,0,21,Mon,16,Long_Distance
travel,6.35,M,0,53,Thu,19,Commute
health,75.86,M,0,45,Thu,15,Long_Distance
misc,10.48,M,0,30,Sun,16,Regional
misc,33.15,M,0,34,Fri,9,Long_Distance
shopping,45.29,F,0,52,Sun,11,Commute
misc,3.04,F,0,91,Sun,5,Regional
misc,6.21,M,0,40,Mon,22,Long_Distance
shopping,6.6,F,0,22,Thu,15,Regional
shopping,102.51,M,0,91,Sat,1,Commute
home,44.97,F,0,56,Sun,13,Regional
grocery,1.53,F,0,48,Thu,23,Regional
personal,56.94,M,0,77,Thu,14,Long_Distance
shopping,8.83,F,0,21,Sun,20,Long_Distance
travel,3.26,F,0,31,Fri,21,Remote
travel,89.64,F,0,50,Sun,7,Regional
grocery,127.62,F,0,60,Sat,2,Long_Distance
shopping,7.3,M,0,43,Sun,15,Commute
home,11.52,M,0,45,Wed,14,Regional
grocery,108.94,F,0,48,Tue,0,Long_Distance
entertainment,247.39,M,0,60,Wed,9,Regional
travel,42.37,M,0,55,Tue,10,Long_Distance
health,2.41,M,0,73,Sun,14,Commute
home,31.13,F,0,41,Mon,22,Regional
travel,4.31,M,0,44,Wed,13,Long_Distance
shopping,5.64,M,0,47,Tue,18,Commute
grocery,12.03,F,0,36,Fri,16,Commute
home,80.4,M,0,74,Sat,19,Long_Distance
grocery,2.68,M,0,23,Fri,21,Long_Distance
grocery,128.49,F,0,69,Mon,3,Commute
home,129.18,F,0,90,Fri,18,Regional
shopping,292.72,F,0,36,Mon,14,Commute
misc,77.32,M,0,40,Wed,0,Remote
travel,62.26,M,0,63,Sun,10,Commute
home,95.21,M,0,50,Fri,14,Long_Distance
shopping,9.62,F,0,30,Thu,15,Commute
home,280.25,F,0,49,Wed,22,Commute
travel,5.2,M,0,52,Thu,23,Commute
shopping,5.8,F,0,30,Fri,19,Long_Distance
shopping,32.34,F,0,36,Fri,18,Regional
home,98.62,F,0,52,Sun,12,Commute
personal,47.15,F,0,37,Sat,16,Long_Distance
shopping,5.54,F,0,60,Wed,7,Long_Distance
health,47.46,F,0,20,Fri,22,Regional
health,68.1,M,0,92,Wed,14,Long_Distance
home,96.41,F,0,45,Tue,22,Regional
grocery,88.71,M,0,39,Thu,10,Long_Distance
home,45.9,M,0,51,Tue,16,Regional
shopping,9.73,F,0,36,Wed,17,Commute
home,73.24,F,0,38,Fri,14,Commute
health,35.62,F,0,66,Fri,22,Long_Distance
home,29.61,M,0,25,Mon,19,Regional
home,22.63,M,0,33,Wed,21,Long_Distance
travel,68.19,F,0,49,Thu,6,Regional
home,109.84,F,0,59,Mon,23,Commute
health,74.85,M,0,46,Tue,19,Long_Distance
home,34.7,F,0,93,Mon,23,Remote
travel,60.72,M,0,79,Mon,10,Regional
home,28.65,F,0,49,Tue,21,Commute
entertainment,67.09,M,0,53,Mon,13,Commute
grocery,156.31,F,0,35,Mon,11,Commute
home,24.12,F,0,47,Sun,20,Commute
shopping,152.3,M,0,40,Thu,23,Regional
entertainment,194.67,M,0,42,Fri,18,Commute
home,57.94,F,0,41,Mon,17,Long_Distance
entertainment,10.63,F,0,65,Sun,10,Long_Distance
home,18.39,F,0,31,Mon,19,Long_Distance
misc,16.89,F,0,45,Mon,13,Regional
grocery,43.73,F,0,59,Tue,14,Commute
grocery,93.65,F,0,34,Mon,5,Regional
grocery,47.75,M,0,22,Sat,10,Long_Distance
shopping,1280.42,F,0,74,Mon,4,Regional
home,161.43,F,0,37,Mon,23,Long_Distance
grocery,61.07,F,0,28,Sun,5,Regional
home,11.91,F,0,61,Tue,16,Commute
grocery,93.49,M,0,38,Thu,5,Commute
shopping,19.23,F,0,50,Wed,20,Regional
grocery,66.31,F,0,32,Wed,2,Regional
grocery,4.72,F,0,49,Thu,21,Commute
health,6.58,F,0,51,Wed,15,Long_Distance
health,78.58,M,0,42,Mon,14,Long_Distance
grocery,45.64,M,0,40,Sun,0,Regional
entertainment,160.16,M,0,22,Fri,14,Long_Distance
grocery,1.63,M,0,31,Sat,19,Long_Distance
grocery,149.66,F,0,54,Tue,6,Long_Distance
shopping,1.09,M,0,50,Sun,7,Regional
personal,125.21,F,0,34,Sat,23,Long_Distance
entertainment,15.38,M,0,31,Sat,12,Long_Distance
personal,1.5,F,0,69,Sat,23,Long_Distance
grocery,31.55,M,0,41,Tue,0,Commute
health,10.26,F,0,51,Mon,13,Commute
home,65.09,M,0,20,Sun,19,Regional
misc,41.99,M,0,32,Sat,5,Regional
grocery,140.99,M,0,53,Mon,6,Local
health,35.58,M,0,45,Tue,22,Remote
entertainment,135.9,F,0,48,Sun,15,Commute
travel,36.54,M,0,57,Mon,9,Regional
entertainment,21.01,F,0,55,Thu,18,Commute
home,46.41,F,0,85,Sun,17,Local
grocery,46.89,M,0,49,Thu,4,Long_Distance
home,30.47,F,0,74,Sun,15,Regional
shopping,5.71,M,0,35,Mon,13,Long_Distance
grocery,57.79,M,0,27,Mon,11,Regional
travel,6.14,M,0,66,Wed,14,Commute
grocery,73.81,M,0,26,Sat,1,Long_Distance
shopping,5.06,M,0,70,Sun,0,Long_Distance
shopping,326.22,F,0,70,Sat,9,Long_Distance
shopping,501.35,M,0,50,Tue,2,Long_Distance
grocery,48.0,M,0,52,Thu,0,Commute
health,43.44,F,0,32,Thu,12,Local
grocery,169.65,M,0,61,Tue,8,Commute
home,51.34,F,0,34,Wed,21,Commute
shopping,7.32,M,0,51,Sun,3,Local
grocery,80.89,F,0,42,Wed,8,Commute
grocery,102.72,F,0,89,Tue,4,Local
travel,79.84,F,0,36,Mon,8,Regional
grocery,104.57,F,0,31,Mon,10,Regional
travel,68.07,F,0,44,Wed,10,Commute
shopping,9.92,M,0,54,Fri,11,Long_Distance
health,51.66,M,0,58,Sun,15,Long_Distance
grocery,91.84,M,0,57,Mon,6,Commute
entertainment,57.98,F,0,33,Thu,14,Commute
travel,71.46,M,0,41,Sun,8,Commute
grocery,39.47,F,0,41,Sun,22,Long_Distance
entertainment,102.7,F,0,32,Sun,23,Remote
travel,70.55,F,0,37,Mon,10,Remote
grocery,114.0,M,0,30,Wed,6,Commute
grocery,103.85,M,0,29,Thu,0,Long_Distance
travel,44.77,M,0,53,Sun,3,Regional
personal,73.58,F,0,44,Tue,20,Long_Distance
misc,63.27,F,0,22,Sun,15,Local
grocery,67.7,M,0,42,Wed,4,Long_Distance
grocery,86.78,M,0,46,Mon,5,Long_Distance
shopping,2.6,F,0,71,Tue,3,Long_Distance
travel,145.64,F,0,43,Sun,12,Long_Distance
home,78.38,F,0,33,Wed,23,Regional
misc,2.88,F,0,39,Sun,7,Commute
home,20.41,F,0,49,Thu,21,Local
health,31.38,F,0,45,Sun,22,Regional
misc,74.94,F,0,48,Sun,2,Regional
grocery,242.44,F,0,33,Wed,3,Long_Distance
grocery,112.2,F,0,44,Fri,8,Regional
grocery,91.87,F,0,43,Wed,5,Regional
grocery,82.06,M,0,28,Wed,6,Long_Distance
travel,61.69,M,0,51,Tue,4,Commute
entertainment,69.99,M,0,31,Mon,15,Commute
travel,1.16,M,0,60,Mon,19,Regional
personal,71.53,F,0,54,Wed,20,Local
personal,6.78,M,0,35,Sun,20,Long_Distance
health,3.95,F,0,46,Sat,21,Long_Distance
misc,14.02,F,0,30,Tue,14,Regional
travel,66.43,F,0,47,Fri,11,Commute
health,3.25,F,0,64,Sun,14,Commute
shopping,224.89,F,0,32,Fri,21,Regional
home,30.36,F,0,44,Wed,16,Commute
misc,10.18,F,0,40,Mon,4,Regional
grocery,127.96,F,0,64,Sun,7,Commute
travel,50.54,M,0,26,Mon,1,Commute
misc,2.48,F,0,48,Sun,21,Regional
personal,56.3,M,0,43,Sat,23,Regional
home,18.22,M,0,33,Sun,19,Long_Distance
health,24.78,M,0,31,Sun,14,Local
misc,259.51,M,0,54,Thu,2,Commute
grocery,98.83,M,0,39,Mon,15,Long_Distance
shopping,5.07,M,0,47,Tue,21,Regional
misc,6.03,M,0,44,Tue,15,Commute
personal,128.6,M,0,56,Mon,15,Regional
misc,2.84,F,0,36,Tue,10,Long_Distance
home,22.07,F,0,30,Fri,16,Regional
misc,2.82,M,0,32,Fri,22,Long_Distance
misc,360.12,F,0,56,Fri,5,Commute
home,96.54,F,0,48,Tue,15,Regional
home,17.06,F,0,47,Thu,22,Long_Distance
shopping,108.37,M,0,42,Mon,11,Long_Distance
grocery,105.45,M,0,26,Thu,1,Long_Distance
grocery,44.34,F,0,47,Fri,3,Long_Distance
home,15.94,F,0,31,Sun,23,Regional
home,6.74,F,0,50,Mon,14,Long_Distance
misc,7.9,F,0,25,Mon,3,Regional
grocery,103.42,F,0,62,Sat,1,Regional
entertainment,10.14,M,0,79,Sat,7,Local
grocery,212.52,F,0,47,Mon,2,Long_Distance
grocery,228.58,F,0,44,Fri,4,Remote
grocery,4.33,M,0,44,Sat,15,Regional
personal,8.13,M,0,42,Mon,22,Commute
travel,72.97,F,0,59,Sun,11,Regional
home,63.92,M,0,72,Sun,12,Commute
grocery,296.42,F,0,38,Mon,20,Regional
travel,2.22,F,0,59,Sun,16,Long_Distance
shopping,47.97,F,0,53,Sun,0,Commute
home,104.74,F,0,46,Tue,12,Commute
grocery,69.24,M,0,58,Sun,1,Remote
home,48.15,M,0,26,Tue,12,Commute
home,14.19,M,0,82,Mon,13,Commute
shopping,404.39,M,0,27,Thu,13,Long_Distance
personal,19.47,F,0,74,Wed,16,Long_Distance
shopping,1.26,F,0,26,Fri,13,Regional
shopping,97.51,M,0,39,Sun,7,Commute
grocery,64.39,M,0,41,Sat,14,Long_Distance
shopping,9.86,F,0,59,Tue,4,Long_Distance
misc,47.3,F,0,37,Sun,2,Commute
travel,73.94,F,0,56,Mon,6,Regional
travel,2.7,F,0,15,Tue,17,Commute
personal,20.23,F,0,37,Wed,14,Commute
personal,29.73,F,0,61,Sat,19,Commute
grocery,62.35,F,0,37,Wed,10,Long_Distance
shopping,7.29,F,0,48,Fri,22,Remote
home,74.46,F,0,47,Sun,15,Long_Distance
health,40.17,F,0,40,Fri,21,Long_Distance
travel,89.43,M,0,25,Mon,9,Long_Distance
misc,20.1,M,0,33,Tue,18,Long_Distance
personal,60.96,F,0,45,Sun,13,Long_Distance
grocery,126.22,M,0,57,Mon,8,Commute
entertainment,58.21,M,0,53,Tue,18,Long_Distance
grocery,55.84,F,0,45,Thu,3,Remote
misc,5.19,F,0,47,Mon,16,Regional
home,192.76,F,0,59,Sat,18,Long_Distance
personal,53.69,F,0,48,Tue,23,Commute
misc,38.01,F,0,46,Sun,6,Long_Distance
shopping,7.74,F,0,66,Sat,9,Long_Distance
misc,14.13,M,0,66,Sun,1,Regional
home,18.71,M,0,70,Tue,12,Commute
home,19.71,M,0,21,Wed,16,Regional
travel,6.0,M,0,63,Tue,18,Regional
home,54.4,M,0,66,Fri,13,Regional
home,110.44,F,0,69,Sun,13,Long_Distance
home,56.18,F,0,35,Tue,18,Commute
misc,13.62,F,0,22,Thu,17,Commute
home,13.28,M,0,52,Mon,14,Local
shopping,6.59,F,0,47,Thu,20,Regional
travel,67.1,M,0,55,Thu,5,Long_Distance
grocery,69.08,F,0,32,Mon,4,Long_Distance
shopping,256.81,M,0,45,Mon,21,Commute
grocery,78.05,F,0,35,Thu,5,Long_Distance
shopping,71.73,M,0,24,Sat,15,Long_Distance
grocery,120.28,F,0,56,Sun,0,Remote
shopping,1.04,F,0,43,Sun,14,Regional
home,19.28,F,0,30,Mon,18,Long_Distance
shopping,2.15,M,0,54,Mon,2,Long_Distance
grocery,191.62,F,0,40,Sun,2,Long_Distance
travel,46.07,F,0,37,Mon,4,Regional
grocery,140.66,M,0,57,Tue,5,Commute
travel,9.12,F,0,23,Tue,21,Commute
grocery,181.96,F,0,52,Sat,3,Long_Distance
personal,134.78,M,0,66,Fri,17,Commute
travel,58.47,F,0,67,Wed,0,Long_Distance
travel,59.71,M,0,31,Tue,2,Long_Distance
home,7.26,M,0,68,Thu,17,Long_Distance
grocery,35.17,F,0,24,Wed,9,Long_Distance
health,55.09,F,0,22,Sat,20,Long_Distance
grocery,2.04,F,0,48,Fri,17,Long_Distance
home,78.95,M,0,48,Thu,13,Long_Distance
travel,72.24,M,0,51,Tue,10,Regional
misc,84.22,M,0,28,Tue,8,Regional
travel,464.45,M,0,47,Sat,22,Commute
travel,48.44,F,0,79,Wed,5,Long_Distance
health,7.11,F,0,23,Sat,18,Commute
grocery,49.4,M,0,44,Mon,21,Long_Distance
entertainment,6.8,F,0,59,Tue,11,Commute
shopping,5.04,M,0,55,Thu,5,Commute
home,47.04,M,0,25,Sat,23,Commute
home,22.33,F,0,33,Mon,13,Remote
personal,4.41,M,0,49,Sat,21,Commute
shopping,1671.73,M,0,35,Tue,16,Regional
misc,145.04,M,0,52,Fri,8,Commute
entertainment,142.22,F,0,35,Tue,18,Commute
health,10.4,F,0,84,Wed,18,Commute
home,35.24,F,0,91,Tue,23,Long_Distance
travel,36.23,F,0,59,Mon,3,Remote
home,8.73,F,0,44,Wed,13,Long_Distance
misc,39.96,M,0,41,Mon,11,Long_Distance
entertainment,67.28,F,0,38,Thu,22,Regional
home,41.45,F,0,81,Wed,21,Long_Distance
misc,3.35,F,0,43,Sat,23,Regional
grocery,37.07,F,0,40,Mon,6,Commute
health,31.26,M,0,77,Thu,12,Regional
grocery,24.87,M,0,31,Tue,17,Remote
home,17.19,F,0,35,Tue,21,Regional
travel,43.62,F,0,48,Tue,10,Long_Distance
misc,81.3,F,0,28,Sat,15,Long_Distance
health,15.55,F,0,59,Sat,16,Commute
grocery,113.74,F,0,32,Mon,8,Regional
home,20.16,F,0,37,Sun,22,Commute
grocery,61.32,M,0,40,Thu,15,Long_Distance
travel,66.95,M,0,31,Tue,3,Regional
travel,68.85,M,0,81,Thu,8,Regional
grocery,162.92,M,0,77,Tue,14,Long_Distance
home,29.92,F,0,42,Mon,15,Regional
travel,9.51,F,0,27,Tue,18,Commute
misc,8.44,M,0,58,Tue,7,Commute
shopping,7.26,F,0,46,Sun,19,Regional
personal,13.99,F,0,33,Thu,17,Long_Distance
grocery,20.98,M,0,56,Sat,22,Regional
misc,175.16,F,0,45,Sat,5,Commute
grocery,108.3,M,0,57,Thu,4,Long_Distance
shopping,5.83,F,0,43,Fri,23,Commute
entertainment,71.07,M,0,35,Tue,22,Long_Distance
grocery,82.96,M,0,83,Sat,1,Commute
health,107.95,F,0,40,Sun,13,Long_Distance
home,77.8,F,0,38,Thu,15,Regional
travel,97.95,M,0,56,Mon,11,Regional
grocery,5.82,M,0,22,Sat,13,Regional
personal,8.81,M,0,34,Wed,17,Regional
shopping,8.41,M,0,25,Thu,19,Long_Distance
home,158.57,F,0,46,Mon,19,Long_Distance
entertainment,48.11,M,0,15,Sat,12,Long_Distance
home,32.86,F,0,86,Tue,14,Commute
home,37.34,M,0,30,Sat,15,Long_Distance
home,26.29,M,0,52,Wed,12,Regional
entertainment,8.95,F,0,61,Mon,6,Commute
misc,158.21,F,0,40,Sun,2,Long_Distance
home,34.26,F,0,42,Sun,22,Regional
shopping,21.58,F,0,36,Tue,19,Commute
personal,39.28,F,0,29,Mon,19,Regional
shopping,6.44,M,0,50,Tue,1,Commute
grocery,58.37,M,0,32,Fri,22,Commute
travel,46.01,F,0,24,Sat,4,Local
home,1.65,F,0,57,Fri,18,Long_Distance
travel,68.37,F,0,31,Tue,10,Long_Distance
grocery,97.46,F,0,45,Sat,8,Regional
grocery,122.46,F,0,84,Thu,11,Long_Distance
shopping,8.98,F,0,43,Wed,15,Long_Distance
home,44.02,F,0,16,Wed,20,Long_Distance
personal,174.81,F,0,28,Sun,17,Commute
grocery,11.75,M,0,27,Sun,12,Long_Distance
entertainment,43.56,F,0,36,Sun,22,Long_Distance
misc,2.32,M,0,50,Mon,1,Commute
misc,14.89,M,0,57,Mon,6,Regional
home,16.92,F,0,38,Mon,19,Commute
entertainment,34.43,F,0,35,Sun,20,Regional
entertainment,91.75,F,0,15,Sun,16,Long_Distance
misc,29.24,M,0,60,Thu,3,Commute
home,21.11,M,0,24,Tue,23,Commute
entertainment,78.63,M,0,43,Thu,22,Long_Distance
personal,11.93,F,0,44,Thu,21,Long_Distance
health,145.85,F,0,31,Sun,20,Long_Distance
travel,87.73,F,0,56,Fri,11,Long_Distance
home,3.47,F,0,26,Fri,18,Regional
travel,1.03,F,0,25,Thu,13,Long_Distance
entertainment,19.62,F,0,48,Mon,21,Commute
entertainment,8.08,F,0,21,Thu,16,Long_Distance
entertainment,173.53,F,0,31,Thu,19,Long_Distance
entertainment,124.64,M,0,23,Sun,19,Remote
grocery,112.3,F,0,63,Sun,4,Long_Distance
health,39.22,F,0,36,Sat,22,Long_Distance
grocery,47.73,F,0,44,Tue,1,Regional
home,40.29,F,0,46,Mon,19,Long_Distance
entertainment,4.68,F,0,21,Wed,14,Long_Distance
travel,45.68,F,0,69,Sun,3,Regional
grocery,82.41,M,0,83,Mon,3,Long_Distance
misc,39.86,M,0,46,Sun,5,Long_Distance
travel,86.72,M,0,41,Mon,3,Remote
travel,57.53,M,0,53,Thu,8,Commute
health,73.6,M,0,45,Thu,17,Regional
health,72.69,M,0,58,Wed,13,Regional
shopping,130.29,M,0,42,Wed,0,Long_Distance
entertainment,31.91,M,0,27,Fri,18,Commute
personal,44.51,F,0,65,Thu,16,Regional
home,63.13,M,0,44,Mon,19,Regional
shopping,8.06,M,0,52,Fri,4,Remote
home,10.59,F,0,26,Mon,21,Long_Distance
grocery,37.74,M,0,46,Thu,0,Long_Distance
health,26.61,M,0,51,Tue,14,Long_Distance
misc,182.77,F,0,46,Thu,21,Commute
grocery,18.21,F,0,22,Sun,13,Commute
travel,50.95,F,0,70,Mon,3,Long_Distance
home,43.21,M,0,61,Mon,21,Remote
travel,70.31,M,0,68,Mon,8,Regional
personal,21.63,F,0,29,Mon,23,Commute
shopping,91.28,M,0,55,Tue,2,Commute
home,30.65,M,0,26,Fri,17,Long_Distance
travel,67.13,M,0,35,Fri,1,Commute
health,56.82,F,0,55,Mon,14,Commute
home,103.7,M,0,63,Mon,14,
travel,89.35,M,0,58,Mon,2,Commute
home,11.34,F,0,68,Sun,13,Commute
grocery,232.64,M,0,38,Mon,19,Long_Distance
entertainment,145.6,F,0,34,Tue,14,Long_Distance
grocery,62.68,M,0,49,Fri,22,Long_Distance
home,50.12,M,0,30,Tue,18,Long_Distance
grocery,63.33,M,0,34,Sun,12,Long_Distance
home,23.52,M,0,51,Fri,19,Commute
grocery,148.03,F,0,30,Fri,2,Long_Distance
personal,27.27,M,0,53,Thu,20,Long_Distance
misc,2.33,M,0,69,Sat,1,Commute
grocery,5.88,F,0,47,Wed,23,Long_Distance
health,22.36,F,0,22,Sun,19,Commute
health,32.14,F,0,85,Sat,16,Regional
entertainment,52.52,M,0,47,Tue,19,Regional
home,1.67,M,0,77,Sat,20,Commute
misc,8.08,M,0,48,Fri,3,Regional
home,15.06,F,0,43,Tue,15,Long_Distance
entertainment,4.89,F,0,58,Fri,7,Regional
home,8.31,F,0,47,Sun,18,Commute
shopping,118.7,F,0,29,Sun,16,Long_Distance
grocery,33.11,F,0,28,Tue,18,Regional
travel,75.36,M,0,51,Thu,10,Regional
travel,112.9,F,0,26,Mon,7,Long_Distance
home,50.66,F,0,35,Thu,18,Regional
home,88.53,M,0,45,Sat,15,Commute
travel,60.92,F,0,31,Mon,10,Regional
home,20.25,F,0,70,Mon,17,Long_Distance
misc,7.26,M,0,33,Fri,18,Long_Distance
misc,43.73,M,0,15,Mon,22,Regional
health,33.28,F,0,50,Mon,16,Long_Distance
grocery,14.11,F,0,44,Wed,22,Regional
misc,7.51,F,0,75,Thu,5,Commute
shopping,6.95,M,0,27,Sat,20,Long_Distance
home,35.48,M,0,21,Sat,18,Long_Distance
travel,4.09,M,0,22,Thu,19,Commute
misc,8.95,F,0,47,Sat,18,Local
personal,8.08,M,0,47,Mon,12,Regional
misc,18.95,M,0,53,Thu,1,Regional
home,13.3,F,0,50,Sun,16,Commute
travel,72.27,M,0,41,Sun,9,Commute
home,54.27,M,0,29,Sat,23,Regional
shopping,1.48,F,0,55,Mon,3,Long_Distance
shopping,6.3,M,0,58,Mon,10,Long_Distance
health,93.81,F,0,63,Sun,12,Regional
personal,233.88,F,0,31,Wed,23,Long_Distance
misc,29.14,F,0,37,Mon,12,Commute
entertainment,41.42,F,0,68,Sun,17,Commute
health,74.87,M,0,29,Sun,21,Long_Distance
shopping,3.44,F,0,64,Fri,2,Local
shopping,8.21,M,0,66,Thu,8,Long_Distance
travel,66.12,M,0,23,Mon,10,Long_Distance
personal,9.67,F,0,47,Thu,21,Long_Distance
travel,44.15,F,0,53,Mon,9,Local
home,29.41,F,0,62,Wed,20,Commute
personal,22.11,F,0,30,Tue,19,Long_Distance
personal,11.65,F,0,44,Tue,13,Remote
home,28.12,F,0,32,Mon,12,Commute
home,28.09,F,0,33,Sat,12,Long_Distance
grocery,38.69,M,0,25,Sat,6,Commute
health,5.78,F,0,19,Mon,22,Long_Distance
home,83.65,F,0,32,Sun,16,Long_Distance
personal,1.33,F,0,36,Sun,17,Commute
grocery,22.86,M,0,31,Tue,6,Local
entertainment,12.62,F,0,68,Fri,14,Long_Distance
travel,82.53,M,0,89,Fri,4,Commute
home,17.71,M,0,41,Sun,17,Regional
health,46.15,F,0,63,Sun,20,Regional
home,62.56,M,0,78,Sun,19,Commute
home,10.2,F,0,37,Tue,18,Long_Distance
shopping,37.45,M,0,57,Mon,4,Commute
travel,69.25,M,0,29,Mon,8,Long_Distance
grocery,47.25,M,0,46,Wed,4,Commute
grocery,132.01,M,0,54,Mon,4,Long_Distance
travel,3.21,F,0,42,Sun,21,Long_Distance
shopping,97.76,F,0,29,Sun,16,Local
home,123.89,M,0,83,Tue,14,Regional
entertainment,5.77,M,0,30,Sun,23,Long_Distance
travel,63.79,F,0,88,Sat,0,Commute
home,24.77,M,0,75,Sat,17,Long_Distance
home,65.46,F,0,52,Thu,13,Long_Distance
health,95.72,F,0,39,Sun,23,Long_Distance
entertainment,3.5,F,0,63,Sun,2,Long_Distance
health,28.8,F,0,54,Mon,21,Regional
home,88.19,M,0,37,Mon,15,Commute
grocery,190.43,F,0,33,Sat,8,Long_Distance
personal,12.04,M,0,74,Mon,21,Regional
home,17.48,M,0,55,Tue,19,Remote
misc,5.61,F,0,59,Mon,0,Regional
grocery,180.98,F,0,44,Wed,7,Remote
health,40.01,M,0,81,Sat,18,Long_Distance
personal,68.24,M,0,33,Wed,19,Long_Distance
shopping,2.89,M,0,50,Sun,1,Long_Distance
misc,6.74,F,0,59,Fri,9,Long_Distance
grocery,150.28,M,0,52,Mon,3,Regional
home,151.37,F,0,32,Mon,23,Long_Distance
home,50.45,M,0,28,Wed,15,Commute
home,71.09,F,0,42,Tue,21,Commute
home,15.76,M,0,74,Wed,20,Long_Distance
home,48.47,M,0,46,Wed,17,Long_Distance
grocery,6.8,F,0,23,Sun,22,Commute
entertainment,101.42,M,0,42,Fri,23,Regional
grocery,96.76,F,0,34,Sat,9,Regional
personal,7.78,F,0,37,Fri,17,Remote
shopping,88.0,M,0,39,Fri,21,Commute
home,9.97,F,0,20,Mon,15,Regional
grocery,112.42,F,0,74,Sat,10,Commute
home,106.76,F,0,37,Sun,13,Long_Distance
